  -22.0000000      -20.0000000     -0.899999976    
  -20.0000000      -20.0000000      -1.00000000    
  -18.0000000      -20.0000000      -1.20000005    
  -16.0000000      -20.0000000      -1.39999998    
  -14.0000000      -20.0000000      -1.60000002    
  -12.0000000      -20.0000000      -1.70000005    
  -10.0000000      -20.0000000      -1.89999998    
  -8.00000000      -20.0000000      -2.09999990    
  -6.00000000      -20.0000000      -2.29999995    
  -4.00000000      -20.0000000      -2.50000000    
  -2.00000000      -20.0000000      -2.70000005    
   0.00000000      -20.0000000      -2.79999995    
   2.00000000      -20.0000000      -2.90000010    
   4.00000000      -20.0000000      -3.00000000    
   6.00000000      -20.0000000      -3.00000000    
   8.00000000      -20.0000000      -3.00000000    
   10.0000000      -20.0000000      -2.90000010    
  -22.0000000      -18.0000000      -1.00000000    
  -20.0000000      -18.0000000      -1.20000005    
  -18.0000000      -18.0000000      -1.39999998    
  -16.0000000      -18.0000000      -1.60000002    
  -14.0000000      -18.0000000      -1.79999995    
  -12.0000000      -18.0000000      -2.00000000    
  -10.0000000      -18.0000000      -2.20000005    
  -8.00000000      -18.0000000      -2.40000010    
  -6.00000000      -18.0000000      -2.59999990    
  -4.00000000      -18.0000000      -2.84999990    
  -2.00000000      -18.0000000      -3.09999990    
   0.00000000      -18.0000000      -3.29999995    
   2.00000000      -18.0000000      -3.40000010    
   4.00000000      -18.0000000      -3.50000000    
   6.00000000      -18.0000000      -3.45000005    
   8.00000000      -18.0000000      -3.40000010    
   10.0000000      -18.0000000      -3.20000005    
  -22.0000000      -16.0000000      -1.20000005    
  -20.0000000      -16.0000000      -1.35000002    
  -18.0000000      -16.0000000      -1.50000000    
  -16.0000000      -16.0000000      -1.70000005    
  -14.0000000      -16.0000000      -1.89999998    
  -12.0000000      -16.0000000      -2.15000010    
  -10.0000000      -16.0000000      -2.40000010    
  -8.00000000      -16.0000000      -2.70000005    
  -6.00000000      -16.0000000      -2.90000010    
  -4.00000000      -16.0000000      -3.20000005    
  -2.00000000      -16.0000000      -3.40000010    
   0.00000000      -16.0000000      -3.59999990    
   2.00000000      -16.0000000      -3.79999995    
   4.00000000      -16.0000000      -4.00000000    
   6.00000000      -16.0000000      -3.95000005    
   8.00000000      -16.0000000      -3.90000010    
   10.0000000      -16.0000000      -3.70000005    
  -22.0000000      -14.0000000      -1.39999998    
  -20.0000000      -14.0000000      -1.50000000    
  -18.0000000      -14.0000000      -1.70000005    
  -16.0000000      -14.0000000      -1.85000002    
  -14.0000000      -14.0000000      -2.09999990    
  -12.0000000      -14.0000000      -2.29999995    
  -10.0000000      -14.0000000      -2.59999990    
  -8.00000000      -14.0000000      -2.84999990    
  -6.00000000      -14.0000000      -3.09999990    
  -4.00000000      -14.0000000      -3.40000010    
  -2.00000000      -14.0000000      -3.70000005    
   0.00000000      -14.0000000      -3.90000010    
   2.00000000      -14.0000000      -4.09999990    
   4.00000000      -14.0000000      -4.40000010    
   6.00000000      -14.0000000      -4.34999990    
   8.00000000      -14.0000000      -4.30000019    
   10.0000000      -14.0000000      -4.09999990    
  -22.0000000      -12.0000000      -1.29999995    
  -20.0000000      -12.0000000      -1.50000000    
  -18.0000000      -12.0000000      -1.60000002    
  -16.0000000      -12.0000000      -1.79999995    
  -14.0000000      -12.0000000      -2.00000000    
  -12.0000000      -12.0000000      -2.20000005    
  -10.0000000      -12.0000000      -2.40000010    
  -8.00000000      -12.0000000      -2.59999990    
  -6.00000000      -12.0000000      -2.79999995    
  -4.00000000      -12.0000000      -3.00000000    
  -2.00000000      -12.0000000      -3.09999990    
   0.00000000      -12.0000000      -3.40000010    
   2.00000000      -12.0000000      -3.70000005    
   4.00000000      -12.0000000      -3.90000010    
   6.00000000      -12.0000000      -4.09999990    
   8.00000000      -12.0000000      -4.15000010    
   10.0000000      -12.0000000      -4.19999981    
  -22.0000000      -10.0000000      -1.39999998    
  -20.0000000      -10.0000000      -1.60000002    
  -18.0000000      -10.0000000      -1.75000000    
  -16.0000000      -10.0000000      -1.89999998    
